64.0000	64.0000	1.0000	1.4854	1.0000
65.0000	80.0000	1.4333	2.0240	2.0000
67.0000	92.0000	1.8854	2.4177	3.0000
69.0000	80.0000	2.3781	3.7865	4.0000
67.0000	59.0000	3.7323	4.3167	5.0000
69.0000	51.0000	4.1844	4.7156	6.0000
74.0000	80.0000	4.6000	5.0417	7.0000
72.0000	80.0000	4.9979	5.4844	8.0000
69.0000	54.0000	5.4615	5.9510	9.0000
67.0000	58.0000	5.8969	6.3906	10.0000
65.0000	72.0000	6.3385	6.8771	11.0000
62.0000	58.0000	6.8240	7.7427	12.0000
65.0000	47.0000	8.1552	8.6656	13.0000
69.0000	64.0000	8.5969	9.1292	14.0000
70.0000	80.0000	9.0427	9.5573	15.0000
72.0000	80.0000	9.5000	10.9333	16.0000
74.0000	72.0000	10.8677	11.3792	17.0000
72.0000	72.0000	11.2875	11.7802	18.0000
69.0000	72.0000	11.6969	12.2312	19.0000
65.0000	59.0000	12.1885	12.6740	20.0000
69.0000	72.0000	12.6333	13.1177	21.0000
67.0000	58.0000	13.1062	14.8479	22.0000
64.0000	58.0000	15.3146	15.9250	23.0000
65.0000	72.0000	15.7937	16.3781	24.0000
67.0000	80.0000	16.2833	16.7896	25.0000
69.0000	80.0000	16.7417	18.1198	26.0000
67.0000	58.0000	18.0667	18.6521	27.0000
69.0000	71.0000	18.5760	19.1208	28.0000
74.0000	90.0000	18.9854	19.4990	29.0000
72.0000	80.0000	19.4333	19.9271	30.0000
69.0000	80.0000	19.8438	20.3823	31.0000
67.0000	80.0000	20.3333	20.8552	32.0000
65.0000	80.0000	20.7844	21.2823	33.0000
62.0000	72.0000	21.2458	22.2552	34.0000
64.0000	64.0000	22.6260	23.1583	35.0000
65.0000	64.0000	23.0719	23.5521	36.0000
67.0000	58.0000	23.4990	24.0562	37.0000
69.0000	80.0000	23.9792	25.3406	38.0000
70.0000	72.0000	25.3104	25.7833	39.0000
69.0000	80.0000	25.7781	26.2458	40.0000
67.0000	72.0000	26.2198	26.6552	41.0000
65.0000	64.0000	26.6385	27.1385	42.0000
67.0000	64.0000	27.1042	27.5708	43.0000
65.0000	71.0000	27.5604	29.3625	44.0000
72.0000	72.0000	29.7531	30.3042	45.0000
74.0000	80.0000	30.2208	30.6760	46.0000
76.0000	91.0000	30.6344	31.0854	47.0000
77.0000	92.0000	31.1031	32.4135	48.0000
76.0000	80.0000	32.3646	32.7354	49.0000
76.0000	110.0000	32.8187	33.3479	50.0000
74.0000	91.0000	33.2906	33.7729	51.0000
72.0000	92.0000	33.7333	34.2354	52.0000
74.0000	71.0000	34.1865	34.6969	53.0000
72.0000	80.0000	34.6354	35.1406	54.0000
69.0000	71.0000	35.1125	35.5458	55.0000
65.0000	72.0000	35.5229	36.3906	56.0000
72.0000	58.0000	36.8198	37.3354	57.0000
74.0000	91.0000	37.2583	37.7844	58.0000
76.0000	110.0000	37.7135	38.1760	59.0000
77.0000	110.0000	38.1708	39.5458	60.0000
76.0000	80.0000	39.4698	39.7562	61.0000
76.0000	91.0000	39.9000	40.4146	62.0000
74.0000	80.0000	40.3698	40.8365	63.0000
72.0000	80.0000	40.8000	41.2927	64.0000
69.0000	72.0000	41.2385	41.6990	65.0000
67.0000	72.0000	41.6865	43.5812	66.0000
72.0000	64.0000	43.8865	44.1917	67.0000
72.0000	72.0000	44.2917	44.6250	68.0000
72.0000	80.0000	44.7469	45.2625	69.0000
81.0000	92.0000	45.2458	46.6708	70.0000
79.0000	80.0000	46.6073	46.9823	71.0000
79.0000	92.0000	47.0552	47.5865	72.0000
77.0000	80.0000	47.5292	48.0187	73.0000
74.0000	80.0000	47.9802	48.4990	74.0000
77.0000	92.0000	48.4521	48.9615	75.0000
72.0000	92.0000	48.9271	49.4865	76.0000
69.0000	80.0000	49.4354	49.9792	77.0000
65.0000	80.0000	49.9354	51.0302	78.0000
64.0000	58.0000	51.6490	52.2396	79.0000
65.0000	80.0000	52.1490	52.6760	80.0000
67.0000	80.0000	52.5990	53.1542	81.0000
69.0000	64.0000	53.1073	53.7156	82.0000
74.0000	80.0000	53.6115	54.2052	83.0000
72.0000	80.0000	54.1375	54.7323	84.0000
69.0000	80.0000	54.6469	55.2990	85.0000
67.0000	71.0000	55.2500	56.0083	86.0000
65.0000	80.0000	55.9198	56.5844	87.0000
62.0000	80.0000	56.5219	57.3719	88.0000
64.0000	64.0000	57.3042	58.4052	89.0000
65.0000	51.0000	58.3531	61.3708	90.0000
