57	34	2.1427	3.2208
62	62	3.2208	4.2052
60	52	4.2458	5.225
57	38	5.225	6.175
60	30	6.2479	7.3312
64	78	7.3312	8.4896
62	80	8.4896	10.619
64	32	10.673	11.669
62	75	11.669	12.676
60	88	12.676	13.771
57	60	13.771	14.87
64	44	14.87	17.791
67	20	18.504	19.428
69	70	19.428	20.25
64	30	20.364	21.27
62	72	21.27	22.221
60	60	22.221	23.155
57	24	23.155	24.201
62	40	24.201	25.429
64	8	25.879	26.836
62	91	26.836	27.874
60	84	27.874	28.904
59	42	28.904	30.28
57	46	30.28	33.407
