59	64	1	1.4854	1
60	80	1.4333	2.024	2
62	92	1.8854	2.4177	3
64	80	2.3781	3.7865	4
62	59	3.7323	4.3167	5
64	51	4.1844	4.7156	6
69	80	4.6	5.0417	7
67	80	4.9979	5.4844	8
64	54	5.4615	5.951	9
62	58	5.8969	6.3906	10
60	72	6.3385	6.8771	11
57	58	6.824	7.7427	12
60	47	8.1552	8.6656	13
64	64	8.5969	9.1292	14
65	80	9.0427	9.5573	15
67	80	9.5	10.933	16
69	72	10.868	11.379	17
67	72	11.287	11.78	18
64	72	11.697	12.231	19
60	59	12.188	12.674	20
64	72	12.633	13.118	21
62	58	13.106	14.848	22
59	58	15.315	15.925	23
60	72	15.794	16.378	24
62	80	16.283	16.79	25
64	80	16.742	18.12	26
62	58	18.067	18.652	27
64	71	18.576	19.121	28
69	90	18.985	19.499	29
67	80	19.433	19.927	30
64	80	19.844	20.382	31
62	80	20.333	20.855	32
60	80	20.784	21.282	33
57	72	21.246	22.255	34
59	64	22.626	23.158	35
60	64	23.072	23.552	36
62	58	23.499	24.056	37
64	80	23.979	25.341	38
65	72	25.31	25.783	39
64	80	25.778	26.246	40
62	72	26.22	26.655	41
60	64	26.639	27.139	42
62	64	27.104	27.571	43
60	71	27.56	29.363	44
67	72	29.753	30.304	45
69	80	30.221	30.676	46
71	91	30.634	31.085	47
72	92	31.103	32.413	48
71	80	32.365	32.735	49
71	110	32.819	33.348	50
69	91	33.291	33.773	51
67	92	33.733	34.235	52
69	71	34.187	34.697	53
67	80	34.635	35.141	54
64	71	35.112	35.546	55
60	72	35.523	36.391	56
67	58	36.82	37.335	57
69	91	37.258	37.784	58
71	110	37.714	38.176	59
72	110	38.171	39.546	60
71	80	39.47	39.756	61
71	91	39.9	40.415	62
69	80	40.37	40.837	63
67	80	40.8	41.293	64
64	72	41.239	41.699	65
62	72	41.687	43.581	66
67	64	43.886	44.192	67
67	72	44.292	44.625	68
67	80	44.747	45.263	69
76	92	45.246	46.671	70
74	80	46.607	46.982	71
74	92	47.055	47.587	72
72	80	47.529	48.019	73
69	80	47.98	48.499	74
72	92	48.452	48.962	75
67	92	48.927	49.486	76
64	80	49.435	49.979	77
60	80	49.935	51.03	78
59	58	51.649	52.24	79
60	80	52.149	52.676	80
62	80	52.599	53.154	81
64	64	53.107	53.716	82
69	80	53.611	54.205	83
67	80	54.138	54.732	84
64	80	54.647	55.299	85
62	71	55.25	56.008	86
60	80	55.92	56.584	87
57	80	56.522	57.372	88
59	64	57.304	58.405	89
60	51	58.353	61.371	90
