55	64	1	1.5885
57	72	1.6031	2.3448
59	68	2.3469	3.4635
57	59	3.3781	3.9146
55	71	3.7969	4.4333
57	64	4.2687	5.4104
59	71	5.3167	5.9698
62	72	5.7771	6.5865
64	64	6.4469	8.5781
62	43	8.4687	9.3312
64	50	9.6885	10.278
62	64	10.177	10.825
60	64	10.677	11.902
62	64	11.692	12.247
59	64	12.14	13.161
57	72	12.802	14.389
59	64	14.294	14.79
55	71	14.895	18.097
